img_name,actor_name_Golem,actor_name_Satyr,actor_type_type1,actor_type_type2,actor_type_type3,actor_action_Attacking,actor_action_Taunt,actor_action_Walking,reactor_name_Golem,reactor_name_Satyr,reactor_type_type1,reactor_type_type2,reactor_type_type3,reactor_action_Attacking,reactor_action_Dying,reactor_action_Hurt,reactor_action_Idle
combination236_noise2,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
combination236_noise3,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
combination236_noise4,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
combination236_noise5,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
combination236_noise6,1,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0
combination237_original,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
combination237_horizontal,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
combination237_rotation1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
combination237_rotation2,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
combination237_rotation3,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
combination237_noise1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
combination237_noise2,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
combination237_noise3,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
combination237_noise4,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
combination237_noise5,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
combination237_noise6,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0
combination238_original,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
combination238_horizontal,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
combination238_rotation1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
combination238_rotation2,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
combination238_rotation3,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
combination238_noise1,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
combination238_noise2,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
combination238_noise3,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
combination238_noise4,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
combination238_noise5,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
combination238_noise6,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1
combination239_original,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
combination239_horizontal,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
combination239_rotation1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
combination239_rotation2,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
combination239_rotation3,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
combination239_noise1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
combination239_noise2,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
combination239_noise3,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
combination239_noise4,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
combination239_noise5,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
combination239_noise6,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0
combination240_original,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
combination240_horizontal,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
combination240_rotation1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
combination240_rotation2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
combination240_rotation3,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
combination240_noise1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
combination240_noise2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
combination240_noise3,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
combination240_noise4,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
combination240_noise5,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
combination240_noise6,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0
combination241_original,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
combination241_horizontal,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
combination241_rotation1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
combination241_rotation2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
combination241_rotation3,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
combination241_noise1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
combination241_noise2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
combination241_noise3,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
combination241_noise4,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
combination241_noise5,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
combination241_noise6,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0
combination242_original,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
combination242_horizontal,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
combination242_rotation1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
combination242_rotation2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
combination242_rotation3,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
combination242_noise1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
combination242_noise2,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
combination242_noise3,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
combination242_noise4,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
combination242_noise5,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
combination242_noise6,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1
combination243_original,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
combination243_horizontal,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
combination243_rotation1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
combination243_rotation2,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
combination243_rotation3,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
combination243_noise1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
combination243_noise2,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
combination243_noise3,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
combination243_noise4,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
combination243_noise5,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
combination243_noise6,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0
combination244_original,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
combination244_horizontal,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
combination244_rotation1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
combination244_rotation2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
combination244_rotation3,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
combination244_noise1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
combination244_noise2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
combination244_noise3,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
combination244_noise4,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
combination244_noise5,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
combination244_noise6,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0
combination245_original,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
combination245_horizontal,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
combination245_rotation1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
combination245_rotation2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
combination245_rotation3,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
combination245_noise1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
combination245_noise2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
combination245_noise3,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
combination245_noise4,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
combination245_noise5,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
combination245_noise6,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0
combination246_original,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
combination246_horizontal,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
combination246_rotation1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
combination246_rotation2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
combination246_rotation3,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
combination246_noise1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
combination246_noise2,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
combination246_noise3,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
combination246_noise4,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
combination246_noise5,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
combination246_noise6,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1
combination247_original,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
combination247_horizontal,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
combination247_rotation1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
combination247_rotation2,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
combination247_rotation3,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
combination247_noise1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
combination247_noise2,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
combination247_noise3,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
combination247_noise4,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
combination247_noise5,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
combination247_noise6,1,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0
combination248_original,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
combination248_horizontal,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
combination248_rotation1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
combination248_rotation2,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
combination248_rotation3,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
combination248_noise1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
combination248_noise2,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
combination248_noise3,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
combination248_noise4,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
combination248_noise5,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
combination248_noise6,1,0,1,0,0,0,0,1,0,1,0,0,1,0,1,0,0
combination249_original,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
combination249_horizontal,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
combination249_rotation1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
combination249_rotation2,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
combination249_rotation3,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
combination249_noise1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
combination249_noise2,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
combination249_noise3,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
combination249_noise4,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
combination249_noise5,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
combination249_noise6,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0
combination250_original,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
combination250_horizontal,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
combination250_rotation1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
combination250_rotation2,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
combination250_rotation3,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
combination250_noise1,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
combination250_noise2,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
combination250_noise3,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
combination250_noise4,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
combination250_noise5,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
combination250_noise6,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1
combination251_original,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
combination251_horizontal,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
combination251_rotation1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
combination251_rotation2,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
combination251_rotation3,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
combination251_noise1,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
combination251_noise2,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
combination251_noise3,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
combination251_noise4,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
combination251_noise5,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
combination251_noise6,1,0,1,0,0,0,0,1,0,1,0,0,1,1,0,0,0
combination252_original,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
combination252_horizontal,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
combination252_rotation1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
combination252_rotation2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
combination252_rotation3,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
combination252_noise1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
combination252_noise2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
combination252_noise3,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
combination252_noise4,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
combination252_noise5,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
combination252_noise6,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0
combination253_original,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
combination253_horizontal,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
combination253_rotation1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
combination253_rotation2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
combination253_rotation3,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
combination253_noise1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
combination253_noise2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
combination253_noise3,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
combination253_noise4,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
combination253_noise5,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
combination253_noise6,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0
combination254_original,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
combination254_horizontal,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
combination254_rotation1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
combination254_rotation2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
combination254_rotation3,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
combination254_noise1,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
combination254_noise2,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
combination254_noise3,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
combination254_noise4,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
combination254_noise5,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
combination254_noise6,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,1
combination255_original,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
combination255_horizontal,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
combination255_rotation1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
combination255_rotation2,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
combination255_rotation3,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
combination255_noise1,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
combination255_noise2,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
combination255_noise3,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
combination255_noise4,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
combination255_noise5,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
combination255_noise6,1,0,0,1,0,1,0,0,0,1,1,0,0,1,0,0,0
combination256_original,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
combination256_horizontal,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
combination256_rotation1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
combination256_rotation2,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
combination256_rotation3,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
combination256_noise1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
combination256_noise2,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
combination256_noise3,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
combination256_noise4,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
combination256_noise5,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
combination256_noise6,1,0,0,1,0,0,1,0,0,1,1,0,0,0,1,0,0
combination257_original,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
combination257_horizontal,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
combination257_rotation1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
combination257_rotation2,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
combination257_rotation3,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
combination257_noise1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
combination257_noise2,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
combination257_noise3,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
combination257_noise4,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
combination257_noise5,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
combination257_noise6,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,1,0
combination258_original,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
combination258_horizontal,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
combination258_rotation1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
combination258_rotation2,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
combination258_rotation3,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
combination258_noise1,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
combination258_noise2,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
combination258_noise3,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
combination258_noise4,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
combination258_noise5,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
combination258_noise6,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1
combination259_original,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
combination259_horizontal,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
combination259_rotation1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
combination259_rotation2,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
combination259_rotation3,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
combination259_noise1,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
combination259_noise2,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
combination259_noise3,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
combination259_noise4,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
combination259_noise5,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
combination259_noise6,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,0,0
combination260_original,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
combination260_horizontal,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
combination260_rotation1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
combination260_rotation2,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
combination260_rotation3,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
combination260_noise1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
combination260_noise2,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
combination260_noise3,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
combination260_noise4,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
combination260_noise5,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
combination260_noise6,1,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
combination261_original,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
combination261_horizontal,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
combination261_rotation1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
combination261_rotation2,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
combination261_rotation3,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
combination261_noise1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
combination261_noise2,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
combination261_noise3,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
combination261_noise4,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
combination261_noise5,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
combination261_noise6,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,0
combination262_original,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
combination262_horizontal,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
combination262_rotation1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
combination262_rotation2,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
combination262_rotation3,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
combination262_noise1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
combination262_noise2,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
combination262_noise3,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
combination262_noise4,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
combination262_noise5,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
combination262_noise6,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1
combination263_original,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
combination263_horizontal,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
combination263_rotation1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
combination263_rotation2,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
combination263_rotation3,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
combination263_noise1,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
combination263_noise2,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
combination263_noise3,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
combination263_noise4,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
combination263_noise5,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
combination263_noise6,1,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0
combination264_original,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
combination264_horizontal,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
combination264_rotation1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
combination264_rotation2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
combination264_rotation3,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
combination264_noise1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
combination264_noise2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
combination264_noise3,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
combination264_noise4,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
combination264_noise5,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
combination264_noise6,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0
combination265_original,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
combination265_horizontal,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
combination265_rotation1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
combination265_rotation2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
combination265_rotation3,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
combination265_noise1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
combination265_noise2,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
combination265_noise3,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
combination265_noise4,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
combination265_noise5,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
combination265_noise6,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0
combination266_original,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
combination266_horizontal,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
combination266_rotation1,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1
